,AA,ALB,FCX,NEM,NUE,SCCO,STLD,ROCK,WIRE,WPM,XME
2015-09-01,27.63,42.86,9.76,16.73,42.04,25.43,18.8,15.98,31.3,11.83,19.54
2015-09-02,27.99,42.73,9.89,16.22,42.81,26.44,19.44,16.66,31.61,11.69,19.68
2015-09-03,28.68,42.87,10.12,16.19,42.88,27.16,19.23,16.5,32.13,11.585,19.62
2015-09-04,28.47,42.43,9.7,15.71,41.68,26.36,18.69,16.37,32.12,11.41,19.32
2015-09-08,29.145,42.98,10.4,15.95,42.54,27.74,19.63,16.56,33.3,11.67,19.68
2015-09-09,28.71,43.03,10.74,15.62,41.55,27.5,19.19,16.76,33.3,11.39,19.31
2015-09-10,28.86,42.81,11.28,15.56,41.83,28.13,19.03,16.5,33.16,11.42,19.01
2015-09-11,28.92,42.01,11.39,16.24,42.1,28.2,18.79,16.92,32.71,11.625,18.83
2015-09-14,28.14,41.89,11.17,15.88,40.72,27.7,18.1,16.67,32.13,11.15,18.32
2015-09-15,28.89,44.27,11.29,15.97,40.9,27.83,18.0,17.04,32.75,11.5,18.51
2015-09-16,29.58,44.75,11.84,16.93,41.62,28.28,18.19,17.47,33.94,12.3457,19.07
2015-09-17,29.85,45.05,12.05,17.23,41.34,28.16,18.0,17.45,33.8,12.52,19.0099
2015-09-18,29.91,45.68,10.7399,16.97,40.26,27.14,17.88,16.71,32.32,12.39,18.41
2015-09-21,29.73,46.4,10.53,16.63,40.26,27.03,17.92,16.44,32.09,12.19,18.09
2015-09-22,28.515,45.72,10.6,15.6,39.1122,26.67,17.33,16.29,31.87,11.78,17.3
2015-09-23,27.6,45.29,9.99,15.54,38.45,26.38,17.03,16.48,31.0,11.57,16.77
2015-09-24,27.6,45.21,9.99,16.77,38.64,26.89,17.58,16.76,31.51,12.52,17.42
2015-09-25,27.24,45.13,9.79,16.6,38.52,26.67,17.25,17.05,31.84,12.44,16.9299
2015-09-28,28.83,41.78,8.91,16.0,37.03,25.88,16.68,17.61,31.6,11.78,16.43
2015-09-29,28.38,42.51,9.115,15.8115,37.15,26.09,16.83,17.84,32.22,11.82,16.47
2015-09-30,28.95,44.08,9.68,16.06,37.55,26.705,17.18,18.41,32.68,12.02,16.73
2015-10-01,27.84,45.19,9.82,15.83,37.6,27.2099,17.21,18.3,32.71,11.52,16.58
2015-10-02,28.56,46.15,10.63,17.08,38.0,27.6,17.8,18.35,34.07,12.78,17.35
2015-10-05,31.2,47.44,11.185,17.94,39.82,28.36,18.18,18.7501,36.18,13.56,18.27
2015-10-06,32.94,47.61,11.84,18.36,39.93,28.67,18.16,18.53,35.7201,14.46,19.05
2015-10-07,32.79,48.9,13.015,18.95,40.57,28.9,18.93,18.75,36.89,14.43,19.2
2015-10-08,33.03,50.58,13.46,18.65,41.27,28.92,19.07,19.12,38.26,14.19,19.59
2015-10-09,30.78,50.74,13.48,18.94,41.47,30.16,19.08,19.18,38.0,14.45,19.77
2015-10-12,30.24,50.49,12.94,18.44,41.29,29.83,19.08,19.02,37.195,13.89,19.09
2015-10-13,30.09,50.24,12.73,18.36,41.52,29.36,19.12,18.98,36.4299,13.7,19.01
2015-10-14,29.79,51.44,13.05,19.48,41.51,29.405,19.15,18.92,36.61,14.74,19.19
2015-10-15,29.1,51.48,13.0,19.31,42.185,29.37,19.36,19.55,38.07,14.86,19.58
2015-10-16,28.65,52.45,12.45,18.995,42.17,28.78,18.95,21.79,37.47,14.29,19.06
2015-10-19,28.29,52.22,12.03,18.55,41.12,28.48,18.1,21.63,38.09,13.64,18.4
2015-10-20,28.26,52.1,12.24,18.85,40.89,28.51,17.85,21.983,37.97,14.01,18.2701
2015-10-21,27.36,51.17,11.95,18.43,40.3,28.04,17.69,21.95,37.29,13.56,17.78
2015-10-22,27.3,52.39,12.01,19.05,42.6,28.45,18.46,22.1,38.0,13.87,18.28
2015-10-23,27.39,52.57,12.13,19.55,43.5,29.01,18.72,21.96,43.12,14.39,18.53
2015-10-26,26.31,52.66,12.0228,18.81,42.37,28.595,18.26,21.6,42.44,14.27,17.74
2015-10-27,26.16,51.92,11.6,18.79,42.38,28.16,18.3,21.5,41.23,14.47,17.31
2015-10-28,26.97,53.59,11.77,19.15,42.65,28.08,18.66,24.5,43.17,14.61,17.54
2015-10-29,26.85,54.29,11.62,19.9,42.33,27.63,18.56,24.91,42.76,13.75,17.22
2015-10-30,26.82,53.53,11.76,19.46,42.33,27.76,18.47,25.32,42.71,13.59,17.2301
2015-11-02,27.54,54.25,11.82,19.63,43.54,28.05,19.325,25.95,43.24,13.72,17.855
2015-11-03,28.17,54.67,12.4,19.21,43.38,28.15,18.6,25.88,42.92,13.66,18.0199
2015-11-04,28.17,54.22,12.01,19.0,42.73,27.86,18.43,26.22,43.375,13.63,17.72
2015-11-05,27.6,49.44,11.48,17.5,42.28,27.62,18.38,25.97,43.8,12.96,17.2
2015-11-06,27.27,50.68,10.75,17.53,42.1,26.95,18.35,26.1,44.47,12.53,17.05
2015-11-09,25.83,49.93,10.49,17.87,41.77,26.67,17.72,26.59,43.97,12.72,16.885
2015-11-10,25.08,49.58,9.83,17.48,41.72,26.8,17.1,26.31,44.28,12.46,16.71
2015-11-11,24.24,48.9,9.3001,17.79,41.21,26.63,17.23,26.02,44.28,12.36,16.44
2015-11-12,23.46,46.91,8.77,17.33,40.11,26.18,17.05,25.07,43.25,12.35,15.95
2015-11-13,23.97,47.6,8.672,17.5,40.64,26.11,17.24,25.18,43.63,12.4,15.97
2015-11-16,24.84,47.98,8.86,17.63,41.1,25.79,17.4,25.18,44.28,12.52,16.2
2015-11-17,24.81,48.525,8.4,16.87,40.53,25.61,17.28,25.27,43.32,12.08,15.63
2015-11-18,25.23,50.8,8.77,17.63,42.16,26.3599,18.02,25.68,43.82,12.67,16.2
2015-11-19,26.25,50.7,8.41,18.04,41.81,26.76,17.88,25.28,43.66,12.93,16.18
2015-11-20,26.13,51.68,8.25,17.725,41.31,27.34,17.66,25.45,43.45,12.54,15.72
2015-11-23,27.24,52.12,8.0,17.56,40.67,25.9801,17.37,25.54,43.33,12.44,15.6
2015-11-24,27.3,53.0,8.31,18.01,42.19,26.07,17.81,26.0801,43.64,12.69,16.05
2015-11-25,28.26,52.91,8.11,17.91,41.64,25.69,17.37,25.81,43.95,12.69,16.055
2015-11-27,27.93,53.13,8.1,17.39,41.75,25.695,17.49,25.9101,43.83,12.59,15.94
2015-11-30,28.08,53.53,8.18,18.42,41.44,25.74,17.4,26.69,43.67,13.13,16.07
2015-12-01,28.38,52.97,8.33,18.39,42.17,26.14,17.53,26.27,43.71,13.53,16.375
2015-12-02,28.08,52.29,7.84,17.86,41.26,25.24,17.22,26.62,43.49,13.36,16.04
2015-12-03,26.97,52.8201,7.69,18.715,40.88,25.71,16.93,27.18,42.53,13.45,15.95
2015-12-04,28.02,53.0,7.84,20.47,41.09,26.81,17.08,27.32,42.86,13.98,16.17
2015-12-07,27.12,51.1,7.23,19.76,40.295,25.98,16.68,27.11,41.56,13.26,15.45
2015-12-08,25.56,49.78,6.74,19.38,39.47,24.79,16.57,26.19,40.69,13.15,15.17
2015-12-09,26.22,50.0,6.99,19.61,40.01,25.22,16.59,25.38,39.83,13.23,15.36
2015-12-10,27.54,49.23,7.36,19.423,41.02,25.32,17.57,25.35,39.59,13.12,15.8
2015-12-11,26.55,47.97,6.92,19.13,39.99,24.9,17.21,25.14,38.82,13.31,15.23
2015-12-14,27.03,47.76,6.47,18.36,40.13,25.03,17.28,24.91,38.05,12.63,14.81
2015-12-15,27.39,48.69,6.53,18.39,40.17,25.44,16.94,24.89,38.85,12.54,14.7
2015-12-16,27.72,51.83,6.7,19.08,38.65,25.71,16.81,25.115,39.78,12.8517,14.88
2015-12-17,27.465,52.41,6.12,17.6,38.47,24.95,17.01,24.2,38.57,11.93,14.45
2015-12-18,27.69,51.19,6.2,17.71,38.86,24.87,16.93,23.9,38.25,12.34,14.44
2015-12-21,27.93,51.41,6.24,17.64,39.73,24.45,17.28,24.33,38.48,12.45,14.61
2015-12-22,28.71,54.32,6.42,17.8,41.12,24.88,17.89,24.86,38.6901,12.52,15.18
2015-12-23,30.57,56.3,7.4599,18.15,41.04,26.69,18.12,25.0,38.9,12.75,15.55
2015-12-24,30.39,55.93,7.56,18.54,41.09,26.93,18.16,25.0,39.75,12.93,15.7
2015-12-28,29.91,56.78,6.84,17.9001,40.64,26.27,17.98,25.17,38.62,12.45,15.17
2015-12-29,30.39,56.76,6.97,18.04,40.49,26.67,18.09,25.45,38.75,12.46,15.32
2015-12-30,29.88,56.33,6.761,17.77,40.33,26.35,17.96,26.04,38.22,12.3,15.08
2015-12-31,29.58,56.0,6.76,17.98,40.28,26.13,17.87,25.44,37.03,12.42,14.96
2016-01-04,29.1,55.52,6.5463,18.44,39.55,25.65,17.76,24.07,36.27,12.49,15.0
2016-01-05,27.78,54.67,6.71,18.41,39.98,25.94,17.81,23.86,36.36,12.21,15.01
2016-01-06,25.8,52.3,6.175,18.56,39.35,25.2,17.5,23.81,36.66,12.23,14.74
2016-01-07,24.819,49.96,5.6,18.87,37.34,24.57,17.18,23.08,35.06,13.0,14.22
2016-01-08,24.205,48.99,5.405,18.01,36.42,24.08,16.55,22.08,34.78,12.76,13.83
2016-01-11,24.0,48.05,4.305,17.01,36.13,23.39,16.26,21.99,34.97,11.77,13.02
2016-01-12,21.81,48.95,4.11,17.03,36.27,22.78,16.76,21.58,34.7,11.18,12.755
2016-01-13,21.36,47.71,3.73,17.47,35.61,22.66,16.41,20.93,34.43,11.22,12.47
2016-01-14,21.72,48.89,4.21,17.26,36.23,22.87,16.7,21.21,34.74,11.08,12.6
2016-01-15,20.73,47.9,4.35,17.68,35.16,22.71,15.94,21.58,34.85,11.14,12.21
2016-01-19,20.25,48.41,3.96,16.3,35.28,22.275,16.29,21.215,34.71,10.495,11.98
2016-01-20,20.231,48.0,4.06,16.58,34.98,22.66,15.88,21.43,34.72,10.52,12.105
2016-01-21,21.27,49.44,4.32,16.68,35.0,23.01,15.86,20.29,34.53,10.52,12.36
2016-01-22,20.625,51.29,3.93,16.67,35.37,23.63,16.2,20.71,35.38,10.59,12.37
2016-01-25,20.4,49.99,3.94,17.66,34.87,23.5,15.97,20.04,34.68,10.61,12.21
2016-01-26,21.42,51.89,4.19,18.5,36.55,25.0,16.92,20.32,35.9,11.22,12.87
2016-01-27,20.88,50.86,4.6589,19.43,35.71,24.74,16.69,20.15,35.85,11.245,12.795
2016-01-28,20.97,51.76,4.41,19.52,36.63,24.96,17.42,20.31,35.47,11.1,12.94
2016-01-29,21.87,52.63,4.59,19.98,39.07,25.91,18.35,21.23,37.17,11.75,13.91
2016-02-01,21.6,52.83,4.725,20.53,39.17,25.39,17.98,20.58,36.7,12.07,13.78
2016-02-02,20.91,51.89,4.35,20.06,38.4899,24.17,17.54,20.1,35.6,11.78,13.43
2016-02-03,22.68,53.55,4.84,22.36,39.92,25.41,18.63,20.02,35.53,12.82,14.26
2016-02-04,24.915,51.94,5.72,23.38,40.47,26.92,18.86,20.285,35.91,13.41,15.02
2016-02-05,24.36,51.56,5.67,24.42,39.91,26.5,18.15,19.75,34.92,14.12,14.98
2016-02-08,23.67,48.79,5.26,25.21,39.4,26.08,17.78,19.58,35.0,14.67,14.78
2016-02-09,23.43,49.89,5.0,24.2862,38.9,25.38,17.35,19.25,35.19,14.16,14.32
2016-02-10,22.59,50.09,4.98,24.305,38.97,25.1,17.69,18.77,34.11,14.13,14.24
2016-02-11,21.99,50.09,4.87,25.03,38.32,24.63,17.63,18.78,33.72,14.85,14.3
2016-02-12,23.04,51.36,5.52,25.7669,40.02,26.38,18.33,19.07,34.65,15.25,15.24
2016-02-16,24.33,52.3,6.37,24.55,40.18,26.4,18.57,19.27,34.66,14.72,15.33
2016-02-17,25.56,52.77,7.16,24.82,40.76,25.49,18.67,20.11,34.78,15.06,15.99
2016-02-18,24.348,54.54,7.14,25.07,40.03,24.24,17.88,25.16,33.39,15.82,15.885
2016-02-19,23.64,54.5,6.92,24.821,39.39,23.74,17.86,25.03,35.2,15.56,15.48
2016-02-22,26.76,54.83,7.92,25.13,39.74,24.95,18.36,24.13,34.27,15.62,16.16
2016-02-23,25.59,52.66,7.24,25.39,38.9,24.32,17.5,24.27,34.59,15.725,15.69
2016-02-24,26.25,53.29,7.19,25.595,39.02,24.35,17.75,24.53,35.21,15.805,15.79
2016-02-25,26.64,55.43,7.11,25.85,39.74,24.46,18.18,25.02,35.72,15.86,15.82
2016-02-26,26.58,56.57,7.42,25.35,39.96,24.63,18.12,24.96,35.56,15.409,15.995
2016-02-29,26.82,56.22,7.6275,25.84,39.3301,23.94,18.19,24.71,36.16,15.74,16.68
2016-03-01,27.3,58.66,7.76,25.39,40.97,24.74,19.31,25.31,37.2,15.17,16.99
2016-03-02,28.86,57.71,8.98,26.23,42.24,25.75,20.51,26.02,37.96,15.49,18.3
2016-03-03,28.41,57.25,9.11,26.82,42.75,26.14,20.11,25.485,38.59,16.11,18.75
2016-03-04,28.68,59.19,9.73,26.11,42.95,26.92,19.76,26.16,37.84,16.4701,18.98
2016-03-07,30.15,58.8,9.86,26.55,44.77,26.96,20.68,26.02,38.42,16.94,20.13
2016-03-08,28.02,58.49,8.655,25.89,44.31,25.94,20.32,25.55,37.48,16.41,18.63
2016-03-09,28.245,60.25,9.14,26.13,43.53,26.19,20.37,25.28,37.76,16.48,18.84
2016-03-10,28.789,59.37,9.59,27.36,45.0,26.29,21.19,25.06,36.83,17.19,19.48
2016-03-11,28.56,61.24,9.54,26.67,45.39,26.87,21.2,25.29,38.24,17.01,19.515
2016-03-14,28.995,60.01,9.97,26.12,45.13,26.89,21.31,25.64,37.33,16.79,19.61
2016-03-15,27.48,59.2,9.27,26.38,45.04,26.63,20.92,25.93,36.2,16.87,19.09
2016-03-16,29.25,61.63,10.23,27.57,45.54,27.7,21.68,25.77,36.15,17.81,20.075
2016-03-17,29.82,62.43,10.89,27.48,46.66,28.44,22.06,26.81,37.41,17.73,20.74
2016-03-18,30.06,61.39,10.77,27.8,46.7,28.33,21.885,26.61,38.27,17.79,20.925
2016-03-21,29.67,61.63,10.8,27.79,46.41,28.24,22.09,26.37,39.61,17.81,20.89
2016-03-22,29.58,62.17,10.99,27.39,46.61,28.41,22.17,27.24,39.54,17.89,20.9
2016-03-23,27.99,61.37,9.75,24.98,46.04,27.45,21.91,26.05,38.31,17.14,19.6
2016-03-24,28.68,61.9,10.11,25.42,46.5,27.97,22.43,26.61,38.39,17.22,20.15
2016-03-28,29.1,62.12,10.15,25.69,46.86,27.76,22.33,26.58,38.07,17.23,20.14
2016-03-29,29.16,62.98,10.15,26.94,47.25,28.27,22.58,27.8,39.35,17.78,20.66
2016-03-30,29.07,63.98,10.28,26.74,48.33,28.19,22.82,28.29,39.16,17.64,20.77
2016-03-31,28.77,63.9,10.33,26.57,47.3,27.7,22.52,28.57,38.93,16.59,20.46
2016-04-01,28.86,65.21,9.88,26.615,47.51,27.56,23.0,28.29,39.08,16.42,20.58
2016-04-04,28.2,65.33,9.42,26.28,46.66,26.79,22.46,26.91,37.47,15.735,20.01
2016-04-05,28.26,64.49,9.34,27.3,46.79,26.98,22.57,26.73,37.74,16.215,20.15
2016-04-06,28.53,66.04,9.61,27.74,47.23,26.86,22.82,26.71,38.25,16.3,20.24
2016-04-07,28.44,64.69,8.85,27.96,46.565,25.69,22.37,26.52,37.7299,16.36,19.875
2016-04-08,28.14,64.85,9.32,29.11,47.29,25.92,22.73,27.12,38.2699,16.51,20.56
2016-04-11,29.19,65.27,9.76,31.1,47.68,26.415,22.98,26.92,37.31,17.23,21.385
2016-04-12,28.44,65.3,10.42,30.62,48.08,27.27,23.3,26.76,38.3,17.8,21.87
2016-04-13,29.37,65.02,10.8199,29.48,49.09,27.8,23.67,27.34,40.1,17.5,22.3
2016-04-14,30.06,65.44,10.73,28.6975,49.31,27.66,23.75,27.33,40.42,16.81,22.16
2016-04-15,30.0,65.37,10.85,29.4,49.5,27.99,24.2,27.68,40.0699,17.06,22.49
2016-04-18,30.27,65.49,11.03,29.46,49.84,28.35,24.1,27.93,40.07,16.92,22.795
2016-04-19,31.56,65.35,12.01,30.9,50.45,29.1,24.55,27.97,40.7,18.48,23.75
2016-04-20,31.77,65.65,12.35,30.45,50.27,29.06,24.47,27.89,39.58,19.0596,23.41
2016-04-21,31.26,65.65,11.51,32.18,49.51,28.88,24.64,27.95,40.06,19.06,23.32
2016-04-22,31.17,66.21,11.66,31.22,49.565,29.19,24.6,28.01,41.15,18.39,23.16
2016-04-25,30.48,66.58,11.35,31.12,49.11,29.0,24.18,27.48,39.66,18.32,22.54
2016-04-26,31.98,67.71,11.48,31.96,49.52,29.87,24.54,27.65,40.66,18.7,23.03
2016-04-27,33.9,67.89,12.65,32.11,50.62,30.21,25.07,27.79,39.49,18.84,23.83
2016-04-28,33.435,66.38,12.64,32.99,49.94,29.83,24.65,27.52,39.48,19.87,24.23
2016-04-29,33.525,66.2,14.01,34.98,49.79,29.67,25.2,26.45,38.16,20.93,24.63
2016-05-02,32.88,67.89,13.56,34.33,50.32,29.53,25.31,26.94,39.19,20.23,24.605
2016-05-03,31.05,67.32,12.01,33.8399,48.725,28.92,24.65,25.12,38.5,19.47,23.36
2016-05-04,30.705,66.58,11.79,32.335,48.51,28.5,24.76,25.13,37.57,18.785,22.85
2016-05-05,30.03,67.1,11.28,32.87,48.45,28.24,24.85,25.23,37.87,18.98,22.54
2016-05-06,30.15,68.64,11.79,34.12,48.85,28.54,24.94,29.3,38.51,19.5,22.78
2016-05-09,28.38,67.28,10.5101,31.82,46.485,27.52,23.55,26.83,36.94,18.19,20.96
2016-05-10,29.01,67.85,10.85,33.05,47.91,27.73,24.1,27.61,38.01,18.41,21.69
2016-05-11,28.62,74.63,11.615,33.87,47.61,27.91,24.24,27.73,37.4,19.27,21.94
2016-05-12,28.32,75.83,11.04,33.23,47.44,27.795,23.89,27.9,37.56,18.92,21.44
2016-05-13,27.6,76.18,10.4,34.07,47.05,27.06,24.03,27.49,37.1601,19.21,21.4
2016-05-16,27.84,77.84,11.04,35.41,47.81,27.36,24.47,27.78,37.26,19.48,21.62
2016-05-17,27.915,76.17,11.51,35.56,46.57,27.6,23.84,27.7,36.26,20.2,21.84
2016-05-18,27.06,76.18,10.54,33.53,45.85,26.8,23.15,27.84,36.4,18.67,20.49
2016-05-19,27.336,75.76,10.98,34.14,46.53,26.96,23.7,27.69,35.76,19.08,20.755
2016-05-20,27.3,76.36,11.07,33.72,46.53,26.7,23.43,28.44,37.22,19.14,20.81
2016-05-23,27.87,76.39,11.39,33.84,46.83,26.745,23.98,28.4,37.14,19.07,21.18
2016-05-24,28.275,76.34,11.1,31.75,47.14,26.5,24.22,29.49,38.3,18.35,20.81
2016-05-25,28.785,78.85,11.65,32.37,48.39,26.87,24.6,29.7,38.71,18.78,21.66
2016-05-26,28.53,79.03,11.35,32.45,48.52,26.69,24.73,29.29,38.05,18.85,21.755
2016-05-27,28.05,80.1,11.14,31.95,48.38,26.62,24.65,29.74,38.61,18.21,21.31
2016-05-31,27.81,78.49,11.08,32.41,48.5,26.06,24.68,29.88,38.99,18.62,22.01
2016-06-01,27.885,79.69,10.6,32.65,48.78,26.05,24.67,30.12,39.47,18.58,22.0
2016-06-02,27.99,79.83,10.66,32.34,49.15,26.28,24.92,30.1,39.5,18.73,22.09
2016-06-03,28.56,80.07,11.1,35.41,49.88,26.4,25.28,30.82,39.13,20.4,23.13
2016-06-06,29.535,80.97,11.655,35.44,50.42,27.0,25.49,30.83,39.64,20.69,23.6
2016-06-07,29.37,81.27,11.23,34.95,50.37,26.55,25.53,30.96,39.52,20.79,23.45
2016-06-08,29.7,81.21,11.5889,35.39,51.76,26.85,26.68,30.93,40.23,21.11,24.42
2016-06-09,29.52,80.25,10.91,35.89,50.55,26.18,26.2,31.0,39.44,21.28,23.89
2016-06-10,28.5,79.82,10.37,35.8,50.49,25.97,25.88,30.9,38.45,21.21,23.45
2016-06-13,27.96,78.17,10.41,35.88,49.99,26.0,25.61,30.94,38.24,21.14,23.45
2016-06-14,27.3,78.41,10.21,35.14,49.51,25.57,25.25,30.69,37.82,20.32,22.86
2016-06-15,28.38,79.71,11.0,36.26,50.44,26.22,25.86,31.47,37.54,21.05,23.7
2016-06-16,28.2,79.98,10.78,35.61,50.65,26.09,25.94,31.29,37.84,20.77,23.46
2016-06-17,28.74,82.78,11.14,35.66,50.35,26.61,25.5,31.08,38.3,20.92,23.68
2016-06-20,29.28,83.01,11.55,35.33,51.3,27.24,26.24,31.82,38.5,21.2,24.26
2016-06-21,29.58,83.59,11.62,34.82,49.99,27.24,25.54,31.89,38.47,20.818,23.83
2016-06-22,29.67,83.32,11.496,35.73,49.56,27.21,25.21,31.78,38.28,20.84,23.665
2016-06-23,30.42,84.41,11.765,35.4,50.49,28.0,25.55,32.1,39.33,20.81,24.19
2016-06-24,28.14,78.97,10.5701,37.19,47.88,25.58,24.11,30.99,36.88,21.29,22.99
2016-06-27,27.36,75.36,10.13,37.67,46.32,25.515,23.2,30.07,36.22,22.0,22.3
2016-06-28,27.96,78.29,10.68,37.155,47.32,26.1,23.46,30.14,36.0,21.9,22.79
2016-06-29,27.3,79.12,10.7682,37.65,47.905,26.37,23.63,30.65,36.48,22.81,23.28
2016-06-30,27.84,79.79,11.15,39.11,49.4,26.98,24.5,31.57,37.285,23.53,24.38
2016-07-01,28.62,81.32,11.36,40.31,49.99,26.44,24.89,32.02,37.88,24.78,25.0485
2016-07-05,27.78,79.9,10.51,40.36,48.96,25.43,24.85,31.96,36.92,24.65,24.56
2016-07-06,27.6,80.85,10.88,41.4195,51.073,25.39,25.53,32.35,36.9801,25.6,25.16
2016-07-07,27.99,81.33,10.6617,40.96,51.52,25.31,25.84,32.29,37.18,24.88,25.11
2016-07-08,29.43,83.58,11.18,41.13,53.18,25.77,26.64,33.12,39.12,25.8,26.11
2016-07-11,30.42,83.62,11.65,41.05,54.46,26.06,26.92,35.02,39.5,26.37,26.76
2016-07-12,32.04,85.23,12.91,39.94,56.33,26.36,27.5,35.38,40.1,25.405,27.35
2016-07-13,32.115,85.54,12.95,40.88,56.41,26.75,27.45,35.82,40.6,26.16,27.58
2016-07-14,32.13,86.01,12.95,41.61,56.78,26.59,27.73,35.87,40.88,26.26,27.87
2016-07-15,32.73,86.33,13.1,41.33,56.66,26.43,27.85,35.76,41.24,26.02,28.04
2016-07-18,32.73,86.19,13.15,41.63,56.9,26.44,27.98,35.95,42.14,26.4,28.05
2016-07-19,31.92,85.91,12.45,41.41,55.71,26.09,26.85,35.46,42.22,26.36,27.1338
2016-07-20,31.8,86.61,12.29,39.28,54.07,26.13,26.46,35.28,42.29,25.45,26.62
2016-07-21,31.785,84.29,12.87,40.53,52.31,26.34,26.08,35.07,42.43,26.14,26.85
2016-07-22,31.71,85.01,12.67,41.29,52.71,26.26,26.37,35.4,42.27,26.15,27.0
2016-07-25,31.47,86.19,12.385,40.11,52.39,26.2,26.36,35.34,42.26,25.46,26.56
2016-07-26,32.01,85.53,12.68,41.13,53.72,26.545,27.13,35.67,42.61,25.81,28.0
2016-07-27,32.25,84.83,13.06,42.33,53.48,26.4401,26.74,35.69,43.49,26.94,28.49
2016-07-28,32.055,85.1,12.9399,42.67,53.82,26.04,26.77,34.27,38.52,27.09,28.77
2016-07-29,31.83,84.15,12.96,44.01,53.63,25.99,26.82,35.28,37.5201,27.87,29.04
2016-08-01,31.425,83.89,12.4799,44.18,53.27,25.41,26.42,36.62,37.0,28.58,28.8
2016-08-02,30.945,84.35,12.4,45.85,53.01,25.84,26.38,36.31,36.42,29.24,28.52
2016-08-03,31.2,83.95,12.38,44.99,53.49,26.65,26.58,36.89,36.91,29.03,28.76
2016-08-04,31.17,82.16,12.311,44.92,53.31,26.64,26.16,37.64,37.13,29.15,28.68
2016-08-05,31.5,82.33,12.23,44.42,53.545,26.22,26.43,38.58,37.34,28.81,28.78
2016-08-08,31.365,82.17,12.29,44.63,53.5,25.98,26.52,37.93,37.25,29.23,28.83
2016-08-09,31.08,81.99,12.09,45.0,52.79,25.96,26.145,38.24,37.24,29.76,28.33
2016-08-10,30.99,82.06,12.02,45.56,52.34,25.99,25.79,38.06,37.31,30.18,28.1
2016-08-11,31.245,82.57,12.1,45.41,52.34,26.04,25.66,38.29,38.05,30.56,28.06
2016-08-12,30.54,82.97,11.81,45.16,50.69,26.1,25.29,37.46,37.8,30.46,27.33
2016-08-15,31.56,84.09,12.18,44.92,51.58,26.21,25.89,37.74,38.51,30.77,28.11
2016-08-16,30.87,81.72,12.07,44.3,50.74,26.15,25.54,37.71,37.95,30.89,27.77
2016-08-17,31.08,80.53,11.98,44.0,50.54,26.24,25.39,37.16,37.56,30.31,27.58
2016-08-18,31.35,81.26,12.22,44.41,50.95,26.4,25.7,37.25,38.25,30.6,27.925
2016-08-19,30.81,82.76,11.97,44.15,50.06,26.01,24.78,36.93,38.24,29.25,27.07
2016-08-22,30.93,83.83,11.82,43.32,50.31,26.29,25.05,37.97,39.33,28.86,27.22
2016-08-23,31.5,84.17,11.98,43.16,50.04,26.32,25.31,38.48,39.79,28.5,27.195
2016-08-24,30.12,82.19,11.09,39.86,48.94,25.73,24.68,38.42,39.19,26.19,25.85
2016-08-25,30.225,82.54,11.08,40.17,48.89,26.01,24.51,38.9,39.44,26.71,26.24
2016-08-26,30.03,81.7901,10.89,39.94,48.7,26.14,24.63,38.26,39.55,26.56,26.07
2016-08-29,30.78,82.75,10.98,40.9,49.45,26.25,24.89,39.11,39.19,26.81,26.67
