,AA,ALB,FCX,NEM,NUE,SCCO,STLD,ROCK,WIRE,WPM,XME
2016-08-30,30.51,81.72,10.55,38.6,48.64,25.99,24.71,39.3,38.99,25.59,25.81
2016-08-31,30.21,79.96,10.28,38.25,48.5,25.82,24.61,38.16,38.72,25.34,25.69
2016-09-01,30.39,81.28,10.34,39.42,49.3,25.88,24.71,38.65,38.82,26.2525,25.95
2016-09-02,30.36,81.97,10.48,40.52,49.04,26.11,24.33,38.43,39.0,27.4364,26.14
2016-09-06,30.96,83.02,10.715,41.98,49.6,26.395,24.97,38.31,38.98,28.875,27.09
2016-09-07,30.6,82.95,10.6,42.0825,49.965,25.95,24.97,38.49,39.0,29.24,26.98
2016-09-08,30.36,80.91,10.62,41.58,49.04,26.05,24.82,38.47,38.72,28.89,26.68
2016-09-09,28.818,76.82,10.285,39.31,46.85,25.28,24.0,35.85,36.71,27.33,25.13
2016-09-12,29.34,77.44,11.08,40.34,47.71,25.85,24.13,36.15,36.07,27.93,25.59
2016-09-13,28.53,76.07,10.141,39.03,46.02,25.2,23.36,35.43,35.09,26.72,24.37
2016-09-14,28.2,75.705,9.8,38.6,45.35,25.34,23.25,35.1,34.14,26.89,24.28
2016-09-15,28.44,77.25,9.78,39.19,45.62,25.41,23.65,35.55,36.01,26.98,24.58
2016-09-16,28.305,76.73,9.93,38.27,45.74,25.34,23.49,35.75,35.34,26.59,24.46
2016-09-19,28.08,77.65,10.0,38.44,45.99,25.5,24.29,36.04,35.24,26.9,24.95
2016-09-20,28.32,76.79,9.96,38.15,46.17,25.61,24.21,36.21,34.86,26.76,25.04
2016-09-21,29.01,80.21,10.56,41.02,47.85,26.17,24.85,37.2,35.49,28.87,26.31
2016-09-22,29.34,81.19,10.97,40.74,47.87,26.26,24.72,38.25,36.31,28.69,26.515
2016-09-23,29.31,80.76,10.64,39.58,48.82,25.97,24.84,37.6,35.81,27.81,26.31
2016-09-26,29.055,81.7,10.52,39.27,48.93,25.77,24.91,37.38,35.15,27.55,26.17
2016-09-27,28.95,82.76,10.21,38.47,49.07,25.72,25.4,37.85,35.64,27.24,25.945
2016-09-28,29.64,84.87,10.89,39.19,49.71,26.68,25.57,38.02,35.97,27.83,26.93
2016-09-29,29.85,83.13,10.7,39.05,48.855,26.43,25.11,37.23,36.025,27.65,26.46
2016-09-30,30.405,85.48,10.87,39.3,49.44,26.305,25.0,37.14,36.76,27.03,26.54
2016-10-03,30.39,84.82,10.69,38.09,48.8,26.37,24.54,37.03,37.12,26.26,26.23
2016-10-04,30.6,82.625,10.385,34.25,47.64,26.01,23.89,36.82,37.11,23.56,25.18
2016-10-05,31.2,83.45,10.675,34.6,48.04,26.63,24.33,37.31,37.37,23.24,25.58
2016-10-06,31.775,83.63,10.31,34.05,47.96,26.32,24.23,38.18,37.75,22.8,25.48
2016-10-07,31.36,82.37,10.135,33.98,47.37,26.21,24.2,37.49,36.31,22.58,25.41
2016-10-10,31.52,83.48,10.2,34.06,47.74,26.75,24.49,38.47,36.2,22.86,25.69
2016-10-11,27.915,81.72,9.87,33.855,47.4,26.17,24.13,37.33,35.2,22.58,24.95
2016-10-12,27.11,81.165,10.05,34.515,47.25,26.66,24.25,38.35,35.25,23.05,25.14
2016-10-13,26.74,80.445,9.645,34.815,46.54,26.26,23.72,37.45,34.7,23.115,24.67
2016-10-14,26.45,80.87,9.66,34.24,46.87,26.02,23.72,37.36,34.8,22.86,24.44
2016-10-17,26.35,81.25,9.53,35.04,46.8,26.44,23.88,37.34,35.6,23.15,24.87
2016-10-18,26.5,81.65,9.73,36.17,47.16,26.62,24.23,36.72,35.45,24.08,25.31
2016-10-19,27.04,82.6,10.02,36.975,48.03,27.4,25.24,36.62,35.75,24.36,25.87
2016-10-20,26.69,83.01,10.21,37.01,48.37,27.74,26.55,35.4,34.9,24.41,25.95
2016-10-21,26.885,82.19,10.03,36.355,47.86,27.4,26.35,35.4899,34.975,24.3359,25.79
2016-10-24,26.86,83.34,10.18,35.845,47.68,27.69,26.04,35.81,35.7,23.86,25.69
2016-10-25,27.29,82.1,10.545,36.59,47.0,28.04,26.19,35.33,34.75,24.29,25.71
2016-10-26,27.79,81.09,10.575,36.17,47.35,28.08,26.57,34.65,34.55,23.94,25.63
2016-10-27,28.22,82.05,10.695,34.79,46.74,28.18,26.86,35.96,34.15,23.43,24.93
2016-10-28,28.37,82.91,10.94,35.37,47.61,27.81,26.82,37.36,34.0,23.44,25.04
2016-10-31,28.725,83.56,11.19,37.055,48.85,28.39,27.46,38.9,34.15,24.11,25.47
2016-11-01,22.98,82.91,11.15,37.95,47.84,27.79,27.0,39.1,34.05,24.36,25.42
2016-11-02,22.925,82.26,10.61,37.18,48.16,26.81,26.66,39.15,34.15,23.995,24.94
2016-11-03,24.14,83.8,10.73,37.74,48.78,26.77,27.35,38.6,34.4,24.42,25.55
2016-11-04,25.21,83.48,11.05,37.8,49.95,27.34,27.55,38.6,34.4,23.8,26.03
2016-11-07,25.09,86.24,11.28,36.49,51.34,27.96,28.44,39.2,35.55,23.33,26.5
2016-11-08,26.41,82.74,12.1,36.06,51.37,28.78,28.51,40.6,36.3,23.55,26.82
2016-11-09,28.73,80.42,13.065,37.02,57.59,29.64,31.35,42.95,38.55,24.08,28.91
2016-11-10,29.1,81.53,13.8,34.69,59.14,33.72,32.38,43.35,41.0,20.01,28.88
2016-11-11,29.29,80.42,13.93,31.57,58.75,32.81,32.27,42.9,42.0,17.91,28.88
2016-11-14,29.644,77.07,13.925,32.591,59.59,33.125,33.15,42.95,42.075,18.375,29.95
2016-11-15,30.21,80.12,14.0,33.915,60.32,32.37,33.35,44.0,41.35,19.685,30.25
2016-11-16,31.43,81.55,13.8,33.76,59.85,31.82,33.35,44.5,41.2,19.81,29.8
2016-11-17,31.85,82.94,13.79,32.7,59.4468,31.68,33.38,44.85,41.1,19.18,29.58
2016-11-18,30.42,82.49,13.74,32.69,58.83,31.7,33.37,45.55,41.15,18.72,29.51
2016-11-21,30.69,83.86,14.51,33.07,59.65,31.99,33.96,45.8,41.35,18.82,30.085
2016-11-22,31.34,84.29,15.11,33.2,62.32,32.93,35.28,46.55,42.3,19.13,31.58
2016-11-23,31.52,83.88,16.2099,31.5,62.52,33.43,35.74,46.95,42.2,18.33,31.69
2016-11-25,31.7,83.99,15.99,31.9197,62.85,33.59,35.77,47.75,43.4,18.07,31.93
2016-11-28,30.85,83.96,15.78,33.45,61.96,33.1,35.48,47.0,42.65,18.82,31.68
2016-11-29,29.74,85.96,14.97,33.55,61.65,32.33,35.23,45.0,42.65,18.69,31.03
2016-11-30,28.98,87.8,15.34,32.46,62.2,32.84,35.49,45.0,42.6,18.23,31.12
2016-12-01,28.82,85.63,15.03,32.27,61.96,33.03,36.02,44.7,42.45,18.09,31.3
2016-12-02,29.02,84.86,15.42,33.57,63.03,33.095,36.68,45.3,41.9,18.69,32.04
2016-12-05,31.24,86.28,15.87,33.47,65.1,33.83,38.13,45.95,43.025,18.86,33.22
2016-12-06,31.14,86.32,15.884,33.02,65.5899,34.17,38.87,45.6,43.0,19.025,33.19
2016-12-07,30.87,88.8,15.42,33.63,66.76,34.43,39.03,45.2,44.1,19.11,33.6
2016-12-08,31.335,91.81,15.6,33.87,66.42,34.84,38.77,44.85,45.15,19.03,33.69
2016-12-09,32.0797,90.68,15.747,32.8,65.37,34.985,37.1,44.025,45.2,18.56,33.11
2016-12-12,31.25,91.33,15.365,32.6,64.11,34.54,36.98,43.6,46.0,18.815,32.58
2016-12-13,30.25,91.09,15.04,33.88,63.42,33.33,36.43,43.1,44.85,19.26,32.38
2016-12-14,30.45,89.94,14.65,31.69,63.05,33.18,36.87,42.8,43.65,18.68,32.07
2016-12-15,29.8,89.84,14.61,30.92,62.87,33.19,37.38,42.55,44.55,17.04,31.99
2016-12-16,29.38,89.23,13.87,31.62,60.68,32.4,36.69,42.9,45.05,17.37,31.29
2016-12-19,29.29,89.0,13.55,31.79,60.53,31.67,36.74,43.35,44.9,17.51,31.16
2016-12-20,30.14,89.34,14.16,31.67,62.11,32.42,37.6,43.85,44.6,17.48,31.76
2016-12-21,30.42,89.27,14.04,31.54,62.14,32.43,37.27,43.7,44.85,17.435,31.69
2016-12-22,29.75,88.43,13.8,31.43,61.63,32.02,36.91,43.0,44.2,17.34,31.09
2016-12-23,29.71,88.81,13.8,32.46,61.49,32.1,36.97,42.9,44.25,17.56,31.14
2016-12-27,29.64,89.02,13.77,32.6,61.88,32.29,37.06,43.15,44.65,17.95,31.43
2016-12-28,29.43,86.56,13.5648,32.79,60.93,32.25,36.4,42.775,43.95,18.49,31.17
2016-12-29,28.9,87.07,13.479,35.27,60.93,32.03,36.26,42.55,44.15,20.23,31.36
2016-12-30,28.08,86.12,13.19,34.08,59.55,31.95,35.59,41.65,43.4,19.33,30.41
2017-01-03,28.82,88.06,13.77,34.63,59.6,32.38,36.2,43.2,44.8,19.81,31.11
2017-01-04,30.24,90.71,14.82,34.955,61.25,33.48,37.79,44.05,45.5,19.935,32.2499
2017-01-05,30.64,90.39,14.62,36.575,60.92,33.5,37.99,43.45,44.35,20.92,32.605
2017-01-06,30.68,90.82,14.9,35.42,60.32,33.6,36.77,41.35,43.65,20.295,31.825
2017-01-09,29.48,90.48,14.68,35.39,59.65,33.3,36.09,41.5,42.25,20.27,31.37
2017-01-10,30.9901,89.88,15.55,35.09,61.28,34.17,37.13,43.45,43.15,20.41,32.51
2017-01-11,31.97,93.27,15.86,34.38,61.2,33.72,37.06,44.15,43.4,20.29,32.57
2017-01-12,33.03,93.73,15.27,34.46,60.6,34.85,35.74,42.95,42.95,20.1,32.135
2017-01-13,33.02,94.0,15.19,34.545,60.38,35.345,35.8,43.25,43.3,20.48,32.4
2017-01-17,32.64,94.36,15.05,35.13,60.13,35.15,35.62,41.85,41.95,20.76,32.31
2017-01-18,34.81,92.61,15.23,35.26,62.4,35.885,37.27,42.7,41.9,20.61,33.0
2017-01-19,35.415,93.04,15.25,34.94,60.15,35.86,35.79,42.1,41.2,20.84,32.54
2017-01-20,35.7,93.34,15.5,35.03,60.98,36.01,35.8,42.2,41.75,21.22,32.775
2017-01-23,36.28,93.7,15.71,35.895,60.07,36.72,35.5,42.8,41.75,21.88,33.09
2017-01-24,37.49,95.55,17.05,36.05,60.93,37.941,36.23,43.9,42.35,21.87,34.135
2017-01-25,36.52,94.0,16.51,34.97,59.707,38.65,33.86,44.6,43.4,21.72,33.65
2017-01-26,36.3,95.47,15.85,34.19,60.71,37.83,35.68,43.2,43.4,20.94,33.34
2017-01-27,36.67,95.42,16.36,34.3889,61.0,38.44,36.24,43.4,43.7,21.43,33.64
2017-01-30,36.55,94.56,16.24,34.97,60.07,38.35,35.16,43.1,42.2,21.23,33.26
2017-01-31,36.45,92.66,16.65,36.29,58.1,38.37,33.81,43.9,42.2,22.12,33.38
2017-02-01,36.235,93.3,16.85,35.87,56.9,38.61,33.46,43.05,42.3,22.12,33.155
2017-02-02,37.68,92.86,16.8,36.695,57.47,39.1,34.1,43.4,41.85,22.22,33.66
2017-02-03,36.85,94.23,15.82,36.76,57.34,38.44,33.87,41.25,43.0,22.21,33.58
2017-02-06,37.75,94.29,15.995,37.93,57.84,37.87,33.93,41.2,42.35,22.7,33.99
2017-02-07,37.96,92.81,15.51,37.3,57.64,37.95,33.65,41.0,42.15,22.68,33.7
2017-02-08,37.54,94.35,15.53,37.84,58.28,38.7,34.52,41.4,40.95,22.815,33.83
2017-02-09,37.41,93.91,15.38,37.205,60.96,37.42,36.49,42.55,41.9,22.02,34.15
2017-02-10,38.2957,93.71,15.8,37.65,60.99,37.97,36.57,43.45,42.05,22.29,34.34
2017-02-13,38.47,94.74,15.95,37.39,63.58,38.64,37.72,42.9,42.7,22.18,34.86
2017-02-14,38.56,91.17,15.9,37.08,63.09,38.62,37.82,42.85,43.55,22.24,34.77
2017-02-15,37.86,92.73,15.36,37.04,63.87,38.29,37.53,43.8,43.6,22.19,34.61
2017-02-16,36.46,92.42,15.07,37.555,63.59,37.97,37.38,44.3,43.75,21.8,34.56
2017-02-17,36.21,91.94,14.905,36.99,63.9,37.3,37.16,40.25,47.8,21.52,34.24
2017-02-21,36.71,93.76,14.12,37.43,64.48,38.0101,37.58,41.3,49.35,21.35,34.52
2017-02-22,36.61,92.44,13.73,36.0,63.25,37.44,37.37,41.8,49.55,21.33,33.9
2017-02-23,34.32,92.41,13.47,35.87,60.89,36.83,35.52,40.8,47.5,21.52,32.55
2017-02-24,34.49,92.9,13.26,36.08,60.82,36.29,35.58,41.3,47.9,21.15,32.34
2017-02-27,34.78,92.45,13.26,33.98,62.66,36.83,36.7,42.45,48.45,19.65,32.39
2017-02-28,34.6,101.52,13.39,34.245,62.58,36.67,36.6,41.5,47.5,19.545,32.35
2017-03-01,37.98,102.71,13.98,34.41,64.0,37.94,37.65,42.4,49.0,19.75,33.3411
2017-03-02,35.86,103.07,13.3,33.6,62.61,36.86,36.18,40.75,47.75,19.23,31.721
2017-03-03,36.37,104.79,13.2,34.09,62.6,37.23,36.145,40.85,47.9,19.45,31.92
2017-03-06,36.94,102.1,12.89,33.005,62.82,36.81,35.66,40.3,47.45,19.27,31.35
2017-03-07,35.81,103.78,12.68,32.97,60.93,36.45,34.08,39.45,46.75,19.11,30.54
2017-03-08,36.01,102.74,12.435,32.9,60.98,36.07,34.5,38.8,46.3,18.915,30.25
2017-03-09,35.37,102.5,12.41,32.61,60.55,35.13,34.05,38.75,45.95,18.77,29.8
2017-03-10,34.535,103.0,12.375,32.95,60.609,35.4,33.965,39.25,46.15,19.29,29.94
2017-03-13,34.7,104.5,12.57,33.035,60.7199,35.635,34.4,40.25,46.0,19.44,30.3
2017-03-14,34.2,103.97,12.27,32.38,60.74,35.08,34.65,40.35,45.7,18.99,29.91
2017-03-15,35.14,105.22,12.89,34.115,63.46,36.05,35.64,41.5,46.6,20.14,31.36
2017-03-16,35.39,103.99,12.81,32.81,64.6,36.0,35.42,41.7,46.65,20.07,31.13
2017-03-17,34.965,106.2,12.75,32.81,64.67,36.13,36.34,42.4,47.8,19.9,30.85
2017-03-20,34.895,106.06,12.74,33.52,64.5,36.405,36.41,41.825,47.05,19.98,30.92
2017-03-21,33.22,104.25,12.57,34.025,61.32,35.88,33.94,41.0,45.0,19.92,29.86
2017-03-22,33.69,105.21,12.86,33.84,62.14,36.5,34.8,39.8,44.95,21.41,30.19
2017-03-23,33.3,105.15,12.84,33.6,61.26,36.41,34.51,40.25,45.25,20.61,30.05
2017-03-24,32.57,104.49,12.8,33.485,59.77,36.55,33.89,40.1,44.75,20.54,29.62
2017-03-27,32.46,104.61,12.22,33.9,59.51,35.79,33.73,40.0,45.05,21.04,29.74
2017-03-28,32.93,104.88,12.57,32.99,60.21,36.02,34.68,40.4,45.5,20.715,30.13
2017-03-29,32.9,105.06,12.72,33.2,59.78,36.15,34.34,40.2,45.25,20.5,30.16
2017-03-30,33.49,105.14,13.305,32.92,60.07,36.2,34.55,41.1,45.5,20.32,30.2
2017-03-31,34.4,105.65,13.36,32.96,59.72,35.89,34.76,41.2,46.0,20.85,30.4
2017-04-03,34.22,105.01,13.245,33.89,60.22,36.03,35.02,39.55,44.6,21.155,30.55
2017-04-04,34.21,105.49,13.53,34.185,60.48,36.12,35.295,39.6,44.15,21.3,30.94
2017-04-05,33.841,105.2,13.45,34.32,59.71,36.14,34.09,39.15,43.8,21.24,30.31
2017-04-06,33.65,106.05,13.55,34.2,60.12,36.355,34.49,39.55,44.1,21.295,30.585
2017-04-07,33.721,105.9,13.37,34.31,60.76,36.22,35.25,39.65,44.7,20.94,30.86
2017-04-10,33.66,104.86,13.52,34.6,60.07,36.19,34.75,39.95,45.1,21.085,30.75
2017-04-11,34.385,105.61,13.615,35.13,60.5,36.48,35.18,40.4,45.45,21.76,31.36
2017-04-12,32.04,104.12,12.87,35.07,57.85,35.33,33.84,39.15,43.6,21.87,30.12
2017-04-13,31.0,103.61,12.71,34.5,56.96,34.97,32.91,37.3,42.7,21.84,29.6
2017-04-17,31.28,104.62,12.76,34.5745,57.22,35.435,32.74,36.75,42.4,22.01,29.53
2017-04-18,31.75,105.77,12.48,34.31,57.33,34.98,32.675,37.0,42.4,21.89,29.495
2017-04-19,31.3,105.83,12.355,33.56,57.62,34.91,32.7,37.2,42.1,21.19,28.98
2017-04-20,32.04,105.52,12.51,33.66,60.35,35.39,34.91,38.15,42.7,21.24,29.87
2017-04-21,31.7,105.08,12.225,34.125,59.99,35.28,35.36,38.3,42.45,21.08,29.78
2017-04-24,33.33,106.81,12.21,33.67,61.2,35.52,36.61,38.65,44.85,20.97,30.31
2017-04-25,36.49,108.08,13.09,32.81,60.95,35.69,36.33,39.1,45.2,20.14,30.53
2017-04-26,36.45,108.28,13.5,32.97,62.02,36.06,36.57,39.15,46.05,20.35,30.53
2017-04-27,34.52,108.18,13.02,32.92,61.61,35.395,36.27,39.5,45.75,19.9005,29.89
2017-04-28,33.73,108.9,12.74,33.8,61.32,35.375,36.12,39.2,44.15,19.96,29.81
2017-05-01,33.29,109.41,12.535,32.68,61.71,35.26,36.805,39.15,44.35,19.575,29.61
2017-05-02,33.32,108.36,12.715,33.01,61.7,35.281,36.96,38.875,44.6,19.75,29.7
2017-05-03,31.695,107.62,12.015,32.68,60.28,33.88,35.69,38.85,44.45,19.45,28.78
2017-05-04,31.04,108.69,11.69,32.285,61.09,33.01,35.86,39.05,43.95,18.94,28.28
2017-05-05,31.82,110.01,11.8,32.74,60.48,33.68,35.82,34.45,43.9,19.4801,28.77
2017-05-08,31.03,109.54,11.66,32.675,59.86,33.71,35.68,33.15,43.55,19.565,28.73
2017-05-09,30.83,109.32,11.64,32.75,58.79,33.81,35.04,32.3,42.85,19.26,28.489
2017-05-10,31.09,110.59,11.72,32.96,58.19,34.175,34.53,31.65,43.3,19.55,28.7
2017-05-11,31.17,110.75,11.68,33.46,57.53,34.93,34.115,31.55,43.1,20.0,28.71
2017-05-12,31.8,110.38,11.5,33.72,57.305,34.61,34.15,32.0,41.95,20.64,28.8
2017-05-15,32.02,112.05,11.75,33.87,57.61,34.685,34.54,32.1,42.05,20.9,29.13
2017-05-16,32.15,112.37,11.76,33.74,57.79,34.59,35.085,32.1,42.0,21.48,29.29
2017-05-17,31.63,110.55,11.42,34.27,56.12,33.64,33.89,31.1,41.25,21.385,28.8
2017-05-18,31.92,110.02,11.29,33.28,55.88,33.65,33.855,30.9,40.35,20.98,28.56
2017-05-19,32.29,110.32,11.73,33.62,56.66,34.58,34.21,31.4,40.95,20.98,29.09
2017-05-22,32.95,110.55,11.83,33.67,56.78,35.11,33.96,31.85,41.45,21.35,29.24
2017-05-23,33.25,111.72,11.89,33.05,58.65,35.0,35.27,32.4,41.65,20.48,29.73
2017-05-24,33.5,112.04,11.9,33.66,58.65,34.805,34.99,32.4,40.8,20.77,29.73
2017-05-25,33.1,112.6,11.7,33.44,58.38,34.9,34.45,32.05,40.9,20.6,29.46
2017-05-26,33.25,112.87,11.67,34.1,58.14,34.88,33.71,31.6,41.15,20.91,29.389
2017-05-30,32.97,112.42,11.67,33.98,58.33,35.115,34.28,31.275,40.95,20.81,29.25
2017-05-31,32.935,113.6,11.485,34.15,58.1,34.965,34.0,31.1,41.45,20.5,28.91
2017-06-01,32.93,113.35,11.46,34.03,59.07,34.71,34.32,31.85,42.75,20.31,29.14
2017-06-02,32.85,114.03,11.29,34.02,58.68,34.515,34.36,32.7,43.4,20.38,28.88
2017-06-05,33.31,113.6,11.42,33.85,58.97,34.695,34.48,32.75,42.45,20.03,29.23
2017-06-06,32.94,112.68,11.84,35.38,57.79,34.995,34.19,33.25,42.2,20.84,29.43
2017-06-07,32.8,112.8,11.73,35.52,57.22,35.04,33.94,33.4,42.35,20.695,29.24
2017-06-08,33.5,114.24,12.07,35.02,59.13,36.0,35.71,34.4,42.25,20.59,30.2
2017-06-09,33.0,115.37,12.35,34.29,59.78,36.27,36.03,35.05,43.7,20.08,30.08
2017-06-12,31.79,111.19,12.34,34.37,59.89,35.875,35.93,34.4,43.2,19.89,30.16
2017-06-13,32.46,112.65,12.35,34.47,60.48,36.16,35.68,34.55,43.2,19.95,30.32
2017-06-14,31.53,109.27,12.085,33.71,59.09,35.345,34.63,34.5,42.9,19.33,29.43
2017-06-15,30.74,106.05,11.495,33.05,54.62,34.35,32.84,34.5,43.25,19.06,28.37
2017-06-16,29.99,108.08,11.415,32.83,54.92,34.45,33.18,34.8,43.25,19.11,28.13
2017-06-19,30.87,108.33,11.59,32.865,55.77,34.72,32.85,35.15,43.175,19.19,28.41
2017-06-20,30.44,107.71,11.245,32.85,56.1357,33.67,32.91,35.0,42.25,19.085,28.04
2017-06-21,29.69,106.19,11.22,33.16,55.97,34.01,33.25,34.75,41.7,19.599,28.02
2017-06-22,29.78,105.21,11.45,33.49,56.715,34.39,33.51,34.55,41.95,19.91,28.51
2017-06-23,31.11,104.81,11.75,33.81,57.51,34.89,33.43,34.475,42.85,20.22,29.19
2017-06-26,31.2,105.03,11.83,33.78,57.41,35.02,33.49,34.7,43.05,20.15,29.225
2017-06-27,31.63,104.43,11.725,33.07,56.87,34.36,33.2,34.35,43.05,20.16,29.06
2017-06-28,32.94,106.92,11.99,33.03,58.18,34.57,34.95,34.85,43.5,20.38,30.01
2017-06-29,33.19,104.69,12.085,32.21,58.19,34.77,35.38,35.1,42.5,19.81,29.97
2017-06-30,32.65,105.54,12.0,32.41,57.87,34.62,35.81,35.6,42.7,19.89,29.96
2017-07-03,34.03,106.05,12.18,31.82,58.85,35.08,36.31,35.9,43.225,19.35,30.19
2017-07-05,33.76,108.02,12.16,32.69,59.16,35.255,36.49,35.8,42.95,19.45,30.09
2017-07-06,33.89,108.06,11.895,32.3,59.21,34.74,36.87,35.725,43.0,19.31,29.8
2017-07-07,34.19,109.99,11.905,32.06,58.21,34.995,35.92,35.15,43.0,19.06,29.55
2017-07-10,34.14,111.37,12.525,32.52,58.71,35.8,36.34,34.4,42.25,19.41,30.06
2017-07-11,35.01,112.95,12.585,32.94,58.62,36.0,36.01,34.2,41.95,19.52,30.63
2017-07-12,34.55,116.56,12.28,33.16,58.96,36.41,35.97,33.25,42.275,19.46,30.6
2017-07-13,36.01,117.69,12.49,32.93,60.49,36.57,36.8,33.3,42.175,19.16,30.95
2017-07-14,36.33,117.53,12.6,33.29,59.73,37.11,36.55,33.4,42.45,19.421,30.99
2017-07-17,36.39,116.86,13.01,33.74,60.12,37.91,36.7,34.0,42.75,19.57,31.38
2017-07-18,36.43,117.73,13.01,33.72,59.38,37.81,36.51,32.5,43.25,19.51,31.21
2017-07-19,36.49,119.16,13.12,33.86,60.63,37.965,37.49,32.9,43.225,19.545,31.69
2017-07-20,36.71,117.92,13.05,33.93,59.929,37.73,37.69,32.85,43.1,19.99,31.73
2017-07-21,36.63,118.34,13.015,34.36,60.22,37.825,37.51,31.5,43.25,20.0,31.46
2017-07-24,36.68,118.68,12.9522,33.91,60.55,38.14,37.52,30.9,43.25,19.64,31.38
2017-07-25,37.3,118.82,14.87,36.23,60.93,39.37,38.1,31.6,43.9,19.64,32.48
2017-07-26,36.62,117.2,15.06,36.96,58.09,39.73,36.34,30.55,43.9,20.26,32.26
2017-07-27,36.37,116.34,14.49,36.46,58.65,39.33,36.51,29.5,44.25,20.19,31.7
2017-07-28,35.63,116.52,14.595,37.09,57.45,39.46,35.13,29.9,44.675,20.51,31.12
2017-07-31,36.41,115.83,14.61,37.18,57.68,39.33,35.41,29.9,44.55,20.29,31.44
2017-08-01,36.37,117.43,14.485,36.95,57.13,39.51,34.865,30.2,44.5,20.145,30.98
2017-08-02,37.28,119.45,14.38,36.88,56.87,39.39,34.81,29.15,41.9,20.0,30.875
2017-08-03,37.1,118.78,14.37,36.59,57.11,39.44,34.9,29.55,40.35,19.92,30.42
2017-08-04,37.42,119.49,14.41,36.14,57.45,38.7,35.27,29.85,40.75,19.56,30.57
2017-08-07,37.99,123.12,14.69,36.15,57.86,38.85,35.84,29.75,40.275,19.51,30.77
2017-08-08,39.5408,115.41,14.46,35.74,57.56,39.28,36.02,29.8,40.2,19.6,30.65
2017-08-09,38.62,113.16,14.58,36.101,57.14,39.27,35.5,29.125,40.65,19.87,30.53
2017-08-10,37.78,110.93,14.155,36.45,56.54,38.57,35.47,28.55,39.35,20.01,30.31
2017-08-11,37.78,109.36,13.945,36.53,55.3729,38.38,34.53,28.75,39.05,19.05,30.08
2017-08-14,37.19,110.75,14.145,36.03,55.72,39.16,35.42,29.2,38.75,18.945,30.02
2017-08-15,37.51,111.88,13.965,35.78,55.57,38.61,35.52,28.2,38.65,18.33,29.83
2017-08-16,39.24,113.38,14.76,36.13,56.72,39.91,36.11,27.75,38.9,18.95,30.6
2017-08-17,37.79,112.1,14.2,36.04,54.37,39.02,34.55,27.0,38.3,18.905,29.83
2017-08-18,37.75,112.6,14.1484,35.8,54.11,39.135,34.28,26.95,38.2,18.91,29.925
2017-08-21,38.47,113.505,14.72,36.6,53.72,40.05,33.71,26.85,37.725,19.22,30.2
2017-08-22,39.75,115.82,15.07,36.515,54.65,40.82,33.94,27.35,39.05,18.91,30.79
2017-08-23,41.06,115.43,15.3,36.98,54.92,40.695,34.43,27.75,38.8,19.06,31.28
2017-08-24,41.34,114.86,15.48,36.84,54.6,41.105,34.12,27.85,39.825,19.235,31.285
2017-08-25,41.21,114.97,15.28,37.01,54.74,40.71,34.66,28.15,40.6,19.5601,31.33
2017-08-28,42.16,115.41,15.52,38.29,54.57,41.765,34.48,28.325,40.4,20.27,31.84
